,final,sentiment
1812,good performance app,POSITIVE
1813,app cut money notice good,POSITIVE
1814,like ai learn english,POSITIVE
1815,good learn alot,POSITIVE
1816,great teach,POSITIVE
1817,pretty free ask,POSITIVE
1818,nice new way learn,POSITIVE
1820,great application app learner,POSITIVE
1821,nice tutor,POSITIVE
1823,install app free pay,POSITIVE
1824,start use app think good learner like,POSITIVE
1825,poor experience sorry ai tool charge time payment,NEGATIVE
1826,good app improve speak capability ai partner help develop speak english,POSITIVE
1827,clarification answer mistake correct real time good app,POSITIVE
1828,useful afaan oromoo,POSITIVE
1829,impossible work app speed transfer datum slow,NEGATIVE
1830,great app look forward improve english communication skill,POSITIVE
1831,continuously oops wrong bad app try 20 minute uninstall app bye,NEGATIVE
1832,view good deep application exactly good free platform pay application good bad think good,POSITIVE
1833,learna ai helpful speak english learn word good guyss want learn english download app,POSITIVE
1834,try record audio record lot bug app,NEGATIVE
1835,simple good app helpful learning improve english,POSITIVE
1836,application superb learn english want learn talk fluency,POSITIVE
1837,amazing interesting,POSITIVE
1838,marvellous app learn english,NEGATIVE
1839,good app improve english language skill level,POSITIVE
1840,good app learn english remarkable upgradation english estape,POSITIVE
1841,educative love,POSITIVE
1842,ilive nice experience work app efficience helpful,POSITIVE
1843,nice app hope great come free atleast month,POSITIVE
1844,actually start learna complete greeting portion feel learna stop speak,POSITIVE
1845,native language tamil find native language list uninstalle,NEGATIVE
1846,find use miss pronunciation learna improve,POSITIVE
1847,subscribe open stay home screen hope help solve,POSITIVE
1848,sad tamil language select main language tamil,NEGATIVE
1849,super cool love app develop english skill know speak english perfectly,POSITIVE
1850,good helpful interm speak english language,POSITIVE
1851,offer ad free inside 3 day free like,POSITIVE
1852,free cost benefit kind app,POSITIVE
1853,good learning experience,POSITIVE
1854,good app use lately good,POSITIVE
1855,good app suggest use,POSITIVE
1856,free week student app effective think charge,POSITIVE
1857,language good improve language,POSITIVE
1858,help improve english speak mic,POSITIVE
1859,good explore right tell,POSITIVE
1860,good app practice english ai.it useful,POSITIVE
1862,affective app eng learner,NEGATIVE
1864,good ai smart l conversation smothly,POSITIVE
1865,user friendly,POSITIVE
1866,1120 r deduct account able use app,NEGATIVE
1867,like far,POSITIVE
1868,english weak hope english class scratch,NEGATIVE
1870,love app fantastic,POSITIVE
1872,plz install bad app,NEGATIVE
1873,wow wow.i glad join app,POSITIVE
1874,nice thank great application,POSITIVE
1875,wonderful hope maybe able talk english someday,POSITIVE
1877,interest application,POSITIVE
1878,little speedup need,NEGATIVE
1879,great app hope helpful,POSITIVE
1880,m improve like native m practice,POSITIVE
1883,like app help improve,POSITIVE
1884,excellent,POSITIVE
1885,school day interesting,POSITIVE
1886,learna app important beginner,POSITIVE
1887,nice learn app,POSITIVE
1888,natural good partner practice english,POSITIVE
1889,learna ai stop subscribe trai money deduct account fraud app subscribe,NEGATIVE
1890,fun educative,POSITIVE
1891,useful important love,POSITIVE
1892,useful payment,POSITIVE
1893,help english pronoun,POSITIVE
1894,day use,NEGATIVE
1895,awesome learn english,POSITIVE
1896,nice application work,POSITIVE
1897,app greate learn fast,NEGATIVE
1898,good app ok learn english,POSITIVE
1899,cool app beautiful mind,POSITIVE
1900,connection poor,NEGATIVE
1902,application good help lot,POSITIVE
1903,good bigeneer,POSITIVE
1904,app tell error specific way,NEGATIVE
1905,like .too exilent helpful,POSITIVE
1906,good teaching,POSITIVE
1907,find fantastic love,POSITIVE
1908,like app english good,POSITIVE
1909,pretty cool,POSITIVE
1910,perfect learn app,POSITIVE
1911,like thank,POSITIVE
1912,nice english speaking,POSITIVE
1913,great app try,POSITIVE
1914,platform,NEGATIVE
1915,yes enjoy,POSITIVE
1916,talk english app,NEGATIVE
1917,learn english perfectly,POSITIVE
1919,great aplication time use,POSITIVE
1920,expensive provide discount,NEGATIVE
1921,good proud thank,POSITIVE
1922,wow interesting,POSITIVE
1923,excelente app like,POSITIVE
1924,wow amazing enjoy,POSITIVE
1925,bad try,NEGATIVE
1926,good buy,POSITIVE
1928,good app.i beginner person,POSITIVE
1929,free ask credit hate app purpose lean education ask credit free,POSITIVE
1931,good app.i satisfy app,POSITIVE
1932,nice education,POSITIVE
1933,nice learn learna wonderful,POSITIVE
1934,amazing app beginner,POSITIVE
1935,enjoy use app good language improvement,POSITIVE
1936,hope free,POSITIVE
1937,great need improve,POSITIVE
1938,application helpful speaking,POSITIVE
1940,yah good app like,POSITIVE
1941,lecture good,POSITIVE
1942,good learning application,POSITIVE
1943,english improvement,POSITIVE
1944,comfortable practice,POSITIVE
1945,wonderful app recommend try,POSITIVE
1946,verry statisfie time,NEGATIVE
1947,app interesting enjoy learn,POSITIVE
1948,great nice,POSITIVE
1949,good english skill,POSITIVE
1950,good team learn,POSITIVE
1951,perfectly app like pronounce,POSITIVE
1952,app amazing download primium,POSITIVE
1953,amazing love app,POSITIVE
1954,good experience app,POSITIVE
1955,grt job al,NEGATIVE
1956,like improve english,POSITIVE
1957,thank help people world,POSITIVE
1958,nice costly people effort thoe actually need,POSITIVE
1959,good beneficial app,POSITIVE
1960,piss work 5 minute,NEGATIVE
1961,waw great funtastic,POSITIVE
1962,notch subscribe,NEGATIVE
1963,like app,POSITIVE
1964,fantastic learna speak,POSITIVE
1965,good like want continue,POSITIVE
1966,good teaching thank,POSITIVE
1967,nice app truly suggest,POSITIVE
1968,wow amazing app,POSITIVE
1969,application good beginner,POSITIVE
1970,like,POSITIVE
1971,nice great app begginer,POSITIVE
1973,today 1st day great like,POSITIVE
1974,perfect enjoyable,POSITIVE
1975,somali student need learn language,NEGATIVE
1976,outstanding amazing think app,POSITIVE
1977,useful helpful learner,POSITIVE
1978,simple good,POSITIVE
1979,great learning experience,POSITIVE
1980,good useful app,POSITIVE
1981,need free cost,POSITIVE
1982,nice ai tool correct learn english reading writing speak purpose,POSITIVE
1983,good good work,POSITIVE
1984,application perfect,POSITIVE
1985,excellent app fond helpful,POSITIVE
1986,interesting like,POSITIVE
1987,enjoy lesson tutor know doing.she try mean understand,POSITIVE
1988,app people understand little english,NEGATIVE
1989,good friendly,POSITIVE
1990,nice english learning app,POSITIVE
1991,need change plan weekly yearly,NEGATIVE
1992,monthly payment,NEGATIVE
1993,app nice cool,POSITIVE
1994,good lesson english,POSITIVE
1995,great app like,POSITIVE
1996,yhe good language trainer,POSITIVE
1997,wonderful learn app,POSITIVE
1998,huge populate india hindi people learn 100 language india hindi people learn,POSITIVE
1999,nice app awesome,POSITIVE
2000,try feel good,POSITIVE
2001,nice pay,POSITIVE
2002,like nice app,POSITIVE
2003,beast app,NEGATIVE
2004,payment,NEGATIVE
2005,learning great,POSITIVE
2006,thank useful,POSITIVE
2007,pay app free containt app,POSITIVE
2008,far good like tto app,POSITIVE
2009,good teacher,POSITIVE
2010,interested app,POSITIVE
2011,spend time app,NEGATIVE
2012,app perfect,POSITIVE
2013,good absolutely fantastic,POSITIVE
2015,good great app,POSITIVE
2016,beautiful app,POSITIVE
2017,want improve english,POSITIVE
2018,good app free,POSITIVE
2019,app expensive spend time,NEGATIVE
2020,nice app nice actor,POSITIVE
2021,interesting app,POSITIVE
2022,nice good ap mashaallah,POSITIVE
2023,aflication time short think yoy helpp,NEGATIVE
2024,ok beginner,POSITIVE
2026,love program,POSITIVE
2027,fantastic,POSITIVE
2029,app look like good,POSITIVE
2030,yes 5minute free chat,POSITIVE
2031,function,NEGATIVE
2032,expereience seam learna goof,NEGATIVE
2033,good app study,POSITIVE
2037,damn good,POSITIVE
2041,wow wonderful app speak english,POSITIVE
2042,trial atleast 7days pay,NEGATIVE
2043,intelligent,POSITIVE
2044,helpful app greet application,POSITIVE
2045,simply great app,POSITIVE
2046,near real lovely passionate patient lovely young female,POSITIVE
2048,good app practice,POSITIVE
2049,app fantastic,POSITIVE
2050,wonderful use,POSITIVE
2051,iam 40 year old hubby cook learn english iam pursue diploma hospitality mangement want speak english flunce,POSITIVE
2052,wow nice ai tool important,POSITIVE
2053,good service cost high m interested waste time,POSITIVE
2054,happy ai,POSITIVE
2055,good app guy star,POSITIVE
2056,great wonderful like,POSITIVE
2058,understand sentence,POSITIVE
2059,work perfectly enjoy,POSITIVE
2060,nice want learn,POSITIVE
2062,nice application far know,POSITIVE
2064,app wow try,POSITIVE
2065,ai speak replay sentence,POSITIVE
2066,work properly face daunlode issue work safe,POSITIVE
2067,fake download open thik fake app guy download app waste time,NEGATIVE
2068,sound ad think hire english teacher hear voice hear use credig card suspicious,NEGATIVE
2069,perfect app,POSITIVE
2071,enjoyable easy learn english like app,POSITIVE
2072,tha amazing app time,POSITIVE
2073,cute,POSITIVE
2074,awesome glad use app,POSITIVE
2075,good app try app,POSITIVE
2076,like app app good like,POSITIVE
2079,like app require payment,POSITIVE
2080,interesting impress,POSITIVE
2085,price convenient user,NEGATIVE
2086,love lesson far,POSITIVE
2088,good app help improve,POSITIVE
2089,app excellent amazing,POSITIVE
2090,impressive app,POSITIVE
2091,want improve english present job,POSITIVE
2092,sooo goood app,NEGATIVE
2093,start use app love,POSITIVE
2094,interesting aap help learn english speak love,POSITIVE
2095,enjoy app,POSITIVE
2096,great idea use app .excellent,POSITIVE
2098,good app lot thing thing,POSITIVE
2100,ok good,POSITIVE
2101,wonderful app little excuse unaffordable subscription app,POSITIVE
2102,app useful thank,POSITIVE
2103,cancel?it english.i want spanish,POSITIVE
2104,good learna ai,POSITIVE
2105,good work grow,POSITIVE
2106,great app life,POSITIVE
2107,want know speak english write,POSITIVE
2109,app help alot improve english knowledge speak,POSITIVE
2110,greatfull practice english,NEGATIVE
2112,wish app free ad mind,POSITIVE
2113,app work press mic button happen,NEGATIVE
2114,thank amazing app,POSITIVE
2115,think succeed learn english,POSITIVE
2116,wonderful,POSITIVE
2118,good beginner improve lot,POSITIVE
2119,good english,POSITIVE
2120,amazing application,POSITIVE
2122,english easy,POSITIVE
2123,application gorgeous,POSITIVE
2124,help lot speak,POSITIVE
2125,nice able touch,POSITIVE
2126,app useful speak english well.i personally like app much.i highly recommend use app,POSITIVE
2128,need free service conversation tell pay,POSITIVE
2129,5 minute daily seccion timing inhance,NEGATIVE
2130,cool app good app,POSITIVE
2131,test way s food,NEGATIVE
2132,app english learning,NEGATIVE
2134,app work text chat lag,NEGATIVE
2135,great speak,POSITIVE
2136,great app bigner,POSITIVE
2137,good job nice love,POSITIVE
2138,good use,POSITIVE
2139,good eng,POSITIVE
2141,think learna app free learn app payment uninstalle right away,POSITIVE
2142,slow respond talkaltive,NEGATIVE
2143,learn good english,POSITIVE
2144,good support,POSITIVE
2145,good english teaknick,POSITIVE
2146,like kind app,POSITIVE
2147,work properly voice jam wain money cheat,NEGATIVE
2148,thank beautiful,POSITIVE
2149,kid learn english,NEGATIVE
2150,good improve english skill,POSITIVE
2151,good love,POSITIVE
2152,happy use app,POSITIVE
2153,nice application learn speak english,POSITIVE
2155,good app english prctise,POSITIVE
2156,like lol,POSITIVE
2157,good stand work,POSITIVE
2158,use app english improve fast,POSITIVE
2160,amazing app helpful,POSITIVE
2161,excellent expensive,POSITIVE
2163,excellent ai app helpful,POSITIVE
2164,omg true learn english download free,POSITIVE
2165,good lern englisj,POSITIVE
2166,think good everyboday,POSITIVE
2167,interesting application,POSITIVE
2168,affective app,NEGATIVE
2169,good training ai,POSITIVE
2170,poor app require money god,NEGATIVE
2171,lovely learn app,POSITIVE
2172,good ai english practice,POSITIVE
2173,wow great thank ai,POSITIVE
2174,good app system,POSITIVE
2175,nice like,POSITIVE
2176,easily practice,POSITIVE
2177,free expensive,POSITIVE
2178,nice app pay app,POSITIVE
2179,kindly tril free 1 month,POSITIVE
2180,sense,NEGATIVE
2181,100 percent professional,NEGATIVE
2182,effective month 1950 charge,POSITIVE
2183,successful ai learn,POSITIVE
2184,nice learn english,POSITIVE
2185,waste money different ai record,NEGATIVE
2186,high payment decrease charge,NEGATIVE
2187,good need money,POSITIVE
2188,new love,POSITIVE
2189,easy app,POSITIVE
2191,good good chance evreone,POSITIVE
2193,fantastic app easy,POSITIVE
2194,good app rectify fault,POSITIVE
2195,perfect work,POSITIVE
2196,find application happy,POSITIVE
2197,waste time pay app free,NEGATIVE
2198,good aap help,POSITIVE
2199,great idea learn english,POSITIVE
2200,good app yo learn english,POSITIVE
2201,excellent learn app,POSITIVE
2202,nice app affordable,POSITIVE
2203,good tool practice,POSITIVE
2204,hello money gcash use app return money,NEGATIVE
2206,personally comfortable,POSITIVE
2208,great app love,POSITIVE
2209,till like good app,POSITIVE
2210,awesome appreciation love,POSITIVE
2211,great advanturious learnig,POSITIVE
2212,cool app ai responsible,POSITIVE
2213,think app good,POSITIVE
2214,free trial bi payment method jata hai,POSITIVE
2216,free pay app weekly pack 700 bdt,POSITIVE
2217,app good learn,POSITIVE
2218,useful app love,POSITIVE
2219,nice basic english,POSITIVE
2220,thank lot developer,POSITIVE
2221,good like application,POSITIVE
2224,educate app app worth use,POSITIVE
2226,good like pay method,POSITIVE
2227,application improve language english,POSITIVE
2229,learner cool,POSITIVE
2230,like learner favourite thing,POSITIVE
2231,wow good work help app,POSITIVE
2232,love app grateful,POSITIVE
2233,good money 14 dec 2024,POSITIVE
2234,nice app informative app,POSITIVE
2235,good app playstore,POSITIVE
2236,ok cost affordable specific,POSITIVE
2237,good conversation sentence,POSITIVE
2238,great l deal trial,POSITIVE
2240,ai goal robotic help line,POSITIVE
2241,learna ai super app,POSITIVE
2242,amazing app speak english like,POSITIVE
2244,educational,NEGATIVE
2246,good excited,POSITIVE
2248,useful great,POSITIVE
2249,app good strange,POSITIVE
2250,good learna al,POSITIVE
2251,nice mic good,POSITIVE
2252,app nice slowly,POSITIVE
2254,improve talk public,POSITIVE
2255,great app free,POSITIVE
2258,good app pay money,POSITIVE
2259,great app altogether,POSITIVE
2260,good english speaker,POSITIVE
2261,start comment,NEGATIVE
2262,english international laungvich,NEGATIVE
2263,good app dowload,POSITIVE
2264,good app help,POSITIVE
2265,nice english tutorial,POSITIVE
2266,good worker trainer,POSITIVE
2268,good want screen,POSITIVE
2269,nice application help english,POSITIVE
2270,year plan price sri lanka rupee,NEGATIVE
2271,great app learn,POSITIVE
2272,good need free like chat gpt,POSITIVE
2273,great app beginner,POSITIVE
2274,good friend beautiful nice,POSITIVE
2275,want purchase app,POSITIVE
2277,app good beginner,POSITIVE
2278,graet interesting,POSITIVE
2279,help nepal den eney thing thank,POSITIVE
2280,wonderful app,POSITIVE
2281,good word,POSITIVE
2282,yes learn english,POSITIVE
2283,simply good app find,POSITIVE
2284,like expensive,POSITIVE
2285,690 7 day high,NEGATIVE
2286,press hold button talk disturb,NEGATIVE
2287,software good,POSITIVE
2289,beneficial money,POSITIVE
2290,love app new internment new generation,POSITIVE
2291,excellent work,POSITIVE
2293,amaize helpfull,NEGATIVE
2294,like application useful,POSITIVE
2295,great ai love kind ai tutor,POSITIVE
2296,start learn english,NEGATIVE
2297,good amazing use,POSITIVE
2298,good app guy learn,POSITIVE
2299,love app nice,POSITIVE
2300,find helpful nice app,POSITIVE
2301,learn use learn use tool tell yes learn use learn use tool tell,POSITIVE
2303,great app thank,POSITIVE
2304,nice easy,POSITIVE
2305,think good teacher english,POSITIVE
2306,good app bigginer,POSITIVE
2307,free need pay use,POSITIVE
2308,learna amazing,POSITIVE
2309,app easy use,POSITIVE
2310,enjoy learn,POSITIVE
2312,great ai practice lecture,POSITIVE
2314,nice learn,POSITIVE
2315,app improve english,POSITIVE
2316,star feel like app,POSITIVE
2317,nice option,POSITIVE
2318,amazing app like,POSITIVE
2319,happy.learn english,NEGATIVE
2320,good app like app,POSITIVE
2321,think catch great app,POSITIVE
2322,good convenient,POSITIVE
2324,english speaking skill,NEGATIVE
2325,wow exceptional ai app,POSITIVE
2326,wow amazed app,POSITIVE
2328,app good help,POSITIVE
2330,complete english genius,NEGATIVE
2331,start practice opinion feature,NEGATIVE
2332,test free,POSITIVE
2335,fantastic amazing,POSITIVE
2336,good ap lenr english,POSITIVE
2337,excellent app impress,POSITIVE
2338,start recommend app good love,POSITIVE
2340,need improvement,POSITIVE
2341,good software great,POSITIVE
2342,good great,POSITIVE
2343,fun learn,POSITIVE
2345,website great,POSITIVE
2346,app word urdu bakwaa,NEGATIVE
2347,think good idea let,POSITIVE
2348,help way,POSITIVE
2349,application good,POSITIVE
2350,believe al teach knowledge,NEGATIVE
2352,nice app comfortable learning,POSITIVE
2353,need learn prefect english quieckly,NEGATIVE
2355,app good good,POSITIVE
2356,nice beautiful amazing good nice,POSITIVE
2357,s help lot thank,POSITIVE
2358,app 100 thank guy,POSITIVE
2363,nice app interested,POSITIVE
2364,application wonderful,POSITIVE
2365,useful,POSITIVE
2366,love app.i recommend download,POSITIVE
2367,perfect app lern,POSITIVE
2368,app encouraging,POSITIVE
2369,help app freee,POSITIVE
2370,1950 week purchase origination,NEGATIVE
2373,good cooperate,POSITIVE
2374,approval deduct payment,POSITIVE
2375,sure deserve star,POSITIVE
2376,nice application learna ai,POSITIVE
2377,waste money useless app,NEGATIVE
2381,thank great app,POSITIVE
2382,foreverr point,NEGATIVE
2383,good helpful,POSITIVE
2385,app awesome,POSITIVE
2386,nice ai,POSITIVE
2387,expensive,NEGATIVE
2388,enjoy use app amazing,POSITIVE
2389,fake display ad,NEGATIVE
2391,interesting nice app,POSITIVE
2393,good job good job,POSITIVE
2399,good clear,POSITIVE
2401,begin love app,POSITIVE
2403,good practice tool,POSITIVE
2404,great help lot,POSITIVE
2406,nice app begner,POSITIVE
2407,nice platform,POSITIVE
2408,yes use future decide good good,POSITIVE
2409,great free plan,POSITIVE
2410,improve bring new idea,POSITIVE
2411,wow app learna al good,POSITIVE
2412,nice great learn,POSITIVE
2413,help improve english,POSITIVE
2414,need improve,POSITIVE
2416,great free,POSITIVE
2417,ai interesting,POSITIVE
2418,great app- highly recommend,POSITIVE
2419,thank app useful,POSITIVE
2420,like app app good,POSITIVE
2421,great learning application,POSITIVE
2424,great way learn,POSITIVE
2426,love app great ap,POSITIVE
2427,gr8 app free becz money,POSITIVE
2428,nice place learn,POSITIVE
2430,use aap free day,POSITIVE
2431,platform helpful,POSITIVE
2432,short,NEGATIVE
2434,english teach come,NEGATIVE
2435,nice experience love,POSITIVE
2438,app good helpful thank,POSITIVE
2439,nice costly,POSITIVE
2440,let time practice long free,POSITIVE
2441,wonderfully study application,POSITIVE
2442,nice like way work,POSITIVE
2443,far good think recommend,POSITIVE
2445,nice great,POSITIVE
2446,good app excellent,POSITIVE
2448,stupid app sp expensive useless app,NEGATIVE
2450,nice english tutor,POSITIVE
2452,idea bcz start app,NEGATIVE
2453,gently teach awesome,POSITIVE
2456,impressed app,POSITIVE
2457,app helpful,POSITIVE
2458,like app learn,POSITIVE
2459,exciting app,POSITIVE
2460,app sooo good like,POSITIVE
2461,let talk english,NEGATIVE
2462,good learn path,POSITIVE
2464,payment good,POSITIVE
2465,cambodia language native language,NEGATIVE
2467,good impressed ai app,POSITIVE
2469,great ap inglish spike,POSITIVE
2470,app incredible,NEGATIVE
2471,good app kip,POSITIVE
2472,good thankyou learna ai,POSITIVE
2475,like application soo,POSITIVE
2476,super application,POSITIVE
2477,incredible,NEGATIVE
2478,app nicely,POSITIVE
2479,good ai technology,POSITIVE
2480,try know ok app,POSITIVE
2481,good exprnce,POSITIVE
2484,good money,POSITIVE
2486,good performance,POSITIVE
2489,app good use guy,POSITIVE
2490,time respond,NEGATIVE
2491,good app join,POSITIVE
2492,nice amazing app,POSITIVE
2493,favourite learning app,NEGATIVE
2494,good app costly,POSITIVE
2495,helpfull,NEGATIVE
2497,good appreciate excellent,POSITIVE
2498,nice tutorial,POSITIVE
2499,good learner,POSITIVE
2501,think amazing apk,POSITIVE
2502,good conversation,POSITIVE
2503,try app,NEGATIVE
2504,chfajar najam love app,POSITIVE
2505,like ai app thank,POSITIVE
2506,easy leaen,POSITIVE
2507,nice learn ai app,POSITIVE
2509,good app nice,POSITIVE
2512,professional app,NEGATIVE
2513,app good free,POSITIVE
2514,great super app,POSITIVE
2516,learn english today kung tinood ba ni iyang practice english today,NEGATIVE
2517,think app good use,POSITIVE
2518,exceptional,NEGATIVE
2520,yeah wonderful app,POSITIVE
2521,app great learn,POSITIVE
2522,good real,POSITIVE
2523,great learn app,POSITIVE
2524,love good app,POSITIVE
2525,upto,NEGATIVE
2527,great hope good study ai,POSITIVE
2529,awesome app good regard,POSITIVE
2532,th learner,NEGATIVE
2534,beautiful lovely,POSITIVE
2535,perfect thank,POSITIVE
2536,wow great english ai,POSITIVE
2537,interested,POSITIVE
2538,good job,POSITIVE
2541,application,NEGATIVE
2542,great opportunity,POSITIVE
2543,incredible opportunity,POSITIVE
2544,love try,POSITIVE
2545,good english learner,POSITIVE
2547,love app forever,POSITIVE
2548,actually great app,POSITIVE
2550,wow soo amazing app,POSITIVE
2551,thank good app,POSITIVE
2552,learning good,POSITIVE
2555,great 8,POSITIVE
2559,perfect regret,POSITIVE
2560,nice practice,POSITIVE
2561,good ai tech nice,POSITIVE
2563,pay good,POSITIVE
2564,good useful,POSITIVE
2565,good student,POSITIVE
2567,help speak english,POSITIVE
2568,application fantastic,POSITIVE
2569,useble time user,NEGATIVE
2573,highly recommend nice app,POSITIVE
2574,today good like app,POSITIVE
2576,good app beginner,POSITIVE
2577,nice funny,POSITIVE
2578,pay free trial,POSITIVE
2579,way learn,NEGATIVE
2580,thank aap useful,POSITIVE
2582,satisfied crucial,POSITIVE
2583,try good fluent english,POSITIVE
2584,bad app,NEGATIVE
2585,good lean,POSITIVE
2586,great worth use,POSITIVE
2587,great job learna,POSITIVE
2588,fake answer,NEGATIVE
2590,fake app learn app pay,NEGATIVE
2592,translate hausa english,NEGATIVE
2593,amazing experience,POSITIVE
2595,great excitement day,POSITIVE
2596,good nice app,POSITIVE
2600,great apk,POSITIVE
2602,slow n loading,NEGATIVE
2603,good enjoy,POSITIVE
2604,feel like tutor,POSITIVE
2605,great app recommend,POSITIVE
2606,iam comfortable learna,POSITIVE
2607,good use software,POSITIVE
2608,hey happy thank,POSITIVE
2611,nice plateform,POSITIVE
2612,app quitlly,NEGATIVE
2613,pay version like,POSITIVE
2614,nice app great app,POSITIVE
2615,nice help app,POSITIVE
2616,great app far,POSITIVE
2620,great experience,POSITIVE
2621,love dis app,POSITIVE
2622,100/100 amazing,POSITIVE
2623,want payment app good,POSITIVE
2625,bad app freeat,NEGATIVE
2627,remain good,POSITIVE
2628,beginner,NEGATIVE
2629,nice app try,POSITIVE
2630,pay app ewwww,NEGATIVE
2633,good proceed,POSITIVE
2634,good luck good learn,POSITIVE
2635,start good bad,NEGATIVE
2636,nice app perfect,POSITIVE
2638,nice good learn,POSITIVE
2640,hope good english,POSITIVE
2641,good app great,POSITIVE
2642,wow useful app,POSITIVE
2643,fee expensive,NEGATIVE
2646,good like,POSITIVE
2648,want practice english,POSITIVE
2652,cathereen osward good app,POSITIVE
2653,delicious app,POSITIVE
2655,ok increase star extra,POSITIVE
2656,app interesting,POSITIVE
2657,plan costly,NEGATIVE
2658,excylent app,NEGATIVE
2659,tutor teach patiently,NEGATIVE
2661,great opportunity thank,POSITIVE
2662,tank love learna,POSITIVE
2663,nice app love,POSITIVE
2664,app,NEGATIVE
2666,important,POSITIVE
2668,aap nice,POSITIVE
2669,good app thank,POSITIVE
2670,true tell love,POSITIVE
2671,thank ai support,POSITIVE
2673,speak robotic mode,NEGATIVE
2674,nonsense makeing people fool mentaly torture begin premium plan pop work,NEGATIVE
2675,nice app like,POSITIVE
2677,love practice,POSITIVE
2678,good ai learn,POSITIVE
2679,good software,POSITIVE
2680,lend english second,NEGATIVE
2681,fake free pay,NEGATIVE
2684,amazing app far,POSITIVE
2687,useful apk,POSITIVE
2688,ai great,POSITIVE
2689,entertain good exciting,POSITIVE
2690,check app firstly review,NEGATIVE
2692,good payment,POSITIVE
2693,soo nicely wonderful,POSITIVE
2694,adore application,POSITIVE
2695,veri good work app,POSITIVE
2701,perfect great,POSITIVE
2705,good english learna,POSITIVE
2706,teach,NEGATIVE
2707,luky and.nice,NEGATIVE
2708,good welldone learna,POSITIVE
2709,excellent thank,POSITIVE
2710,mind blow performance,NEGATIVE
2716,free money,POSITIVE
2717,free pay,POSITIVE
2718,help lot,POSITIVE
2719,perfect beginner like,POSITIVE
2720,glad know app,POSITIVE
2721,need time answer question,NEGATIVE
2722,experience,NEGATIVE
2723,6 min free,POSITIVE
2725,good preparation app,POSITIVE
2726,experience app,NEGATIVE
2727,nice performance thank learna,POSITIVE
2728,nice session,POSITIVE
2730,"good apps,,but poor need free service app",POSITIVE
2731,stop money gcash account uninstall app continue deduct bad experience application,NEGATIVE
2732,excited app,POSITIVE
2733,afraid app privacy,NEGATIVE
2734,like excellent,POSITIVE
2736,good wesa ni jise ad m dekhte hai,POSITIVE
2737,brilliant ai practice train english,POSITIVE
2740,good excite,POSITIVE
2741,begginer maybe learn,NEGATIVE
2743,thank ai,POSITIVE
2744,hello bro learna al app change life,NEGATIVE
2745,app help,POSITIVE
2746,good tutor,POSITIVE
2748,kod,NEGATIVE
2749,bad app install,NEGATIVE
2751,good app enjoy,POSITIVE
2752,good reminder pay app want refund,POSITIVE
2754,excellent service thank,POSITIVE
2755,goood,NEGATIVE
2756,good tutor learna,POSITIVE
2757,good app ai,POSITIVE
2758,ye bahut hi ghatiya app hai waste time,NEGATIVE
2759,vere amazing app,POSITIVE
2761,amazing love,POSITIVE
2762,long load,NEGATIVE
2763,app 100 present,NEGATIVE
2764,aplication amazing,POSITIVE
2766,jab al mamun good,POSITIVE
2768,helpful improve english speaking skill,POSITIVE
2770,ready speech recognition bad,NEGATIVE
2771,nice interested,POSITIVE
2773,good sentr home,POSITIVE
2775,helper english learner,POSITIVE
2777,yep essential,POSITIVE
2778,smart creator good way learn english listen speak,POSITIVE
2779,excellent need free version,POSITIVE
2780,thank app good,POSITIVE
2781,unstalle app week notice gcash charge 400 peso scam,NEGATIVE
2782,know english word prefer speak,NEGATIVE
2784,great work improve speck,POSITIVE
2785,helpful practice speak english learn like dedicated tutor,POSITIVE
2788,free learner,POSITIVE
2790,nan,NEGATIVE
2791,fully enjoy,POSITIVE
2792,absolutely nice,POSITIVE
2793,cool app,POSITIVE
2796,need pay,NEGATIVE
2799,dam free pay like pay app like,POSITIVE
2800,think free app suddenly gcash permission,POSITIVE
2803,good appp,POSITIVE
2805,poor want money run,NEGATIVE
2808,amazingly good,POSITIVE
2810,think great excellent,POSITIVE
2811,grate,NEGATIVE
2812,processing conversion slow,NEGATIVE
2813,amazing iit,POSITIVE
2815,awesome interesting,POSITIVE
2816,amazing app thank,POSITIVE
2817,spam add app instal,NEGATIVE
2820,astudy app,NEGATIVE
2824,teach aap,NEGATIVE
2825,thank learna ai,POSITIVE
2827,like 6,POSITIVE
2828,fast,NEGATIVE
2829,nice app far,POSITIVE
2833,learn o,NEGATIVE
2835,super amazing app,POSITIVE
2837,ok dis app good,POSITIVE
2838,app help alot,POSITIVE
2839,app good app,POSITIVE
2840,price high app rate want free interested,POSITIVE
2841,viry nice app,POSITIVE
2842,nice need increase free trial time,POSITIVE
2844,shall help pronouncing hole future shall gwt,POSITIVE
2845,want pay money money willl vome mor money ask,NEGATIVE
2846,wow fantastic app love app,POSITIVE
2847,time limited like,POSITIVE
2850,far impressed,POSITIVE
2852,mashallah good,POSITIVE
2853,ap free use benefit,POSITIVE
2855,free app,POSITIVE
2856,expencive boare,NEGATIVE
2857,nice app use,POSITIVE
2858,hope learn english language,POSITIVE
2859,great experience thank,POSITIVE
2861,scammer auto payment subcribe ask greedy,NEGATIVE
2864,good application improve english speaking,POSITIVE
2865,usable pay basis,NEGATIVE
2867,costly,NEGATIVE
2869,good ai,POSITIVE
2870,easy user friendly,POSITIVE
2871,wow wow amazing,POSITIVE
